evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
275,539,ダゲキ,ダゲキ,5,かくとう,通常生態,なし,ダゲキ,外来生態レイヤーへ追加,T042,チャンピオンロード,洞窟・屋内オーバーレイ,Lv.58～66／殿堂入り後Lv.70～88,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K22,22ばんどうろ,草むらオーバーレイ,Lv.90～95,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
276,540,クルミル → クルマユ → ハハコモリ,クルミル,5,むし／くさ,通常生態,なし,クルミル・クルマユ・ハハコモリ,外来生態レイヤーへ追加,T036,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K35,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
277,543,フシデ → ホイーガ → ペンドラー,フシデ,5,どく／むし,通常生態,なし,フシデ・ホイーガ・ペンドラー,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
278,546,モンメン → エルフーン,モンメン,5,くさ／フェアリー,通常生態,なし,モンメン・エルフーン,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
279,548,チュリネ → ドレディア,チュリネ,5,くさ,通常生態,チュリネ・ドレディア,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K35,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
280,550,バスラオ → イダイトウ,バスラオ,5,ゴースト／みず,通常生態,なし,バスラオ・イダイトウ,外来生態レイヤーへ追加,T513,513ばんどうろ／すいどう,水上／釣りオーバーレイ,Lv.28～35,追加抽選6～10%,バッジ4個＋なみのり,K15,15ばんどうろ,釣りオーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
281,551,メグロコ → ワルビル → ワルビアル,メグロコ,5,じめん／あく,通常生態,メグロコ・ワルビル・ワルビアル,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K30,イワヤマトンネル,夜間オーバーレイ,Lv.80～87,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
282,554,ダルマッカ → ヒヒダルマ,ダルマッカ,5,ほのお,通常生態,なし,ダルマッカ・ヒヒダルマ,外来生態レイヤーへ追加,T521,521ばんどうろ／すいどう,草むらオーバーレイ,Lv.45～52,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K17,17ばんどうろ,草むらオーバーレイ,Lv.83～89,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
283,556,マラカッチ,マラカッチ,5,くさ,通常生態,なし,マラカッチ,外来生態レイヤーへ追加,T026,ハクジのもり,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
284,557,イシズマイ → イワパレス,イシズマイ,5,いわ／むし,通常生態,イシズマイ・イワパレス,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K03,3ばんどうろ,草むらオーバーレイ,Lv.71～75,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
285,559,ズルッグ → ズルズキン,ズルッグ,5,かくとう／あく,通常生態,ズルッグ・ズルズキン,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K08,8ばんどうろ,夜間オーバーレイ,Lv.79～84,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
286,561,シンボラー,シンボラー,5,ひこう／エスパー,通常生態,なし,シンボラー,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,大量発生,Lv.10～14,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K23,23ばんどうろ,草むらオーバーレイ,Lv.92～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
287,562,デスマス → デスカーン → デスバーン,デスマス,5,じめん／ゴースト,通常生態,なし,デスマス・デスカーン・デスバーン,外来生態レイヤーへ追加,T515,515ばんどうろ／すいどう,夜間オーバーレイ,Lv.33～40,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K31,ポケモンタワー,夜間オーバーレイ,Lv.82～90,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
288,564,プロトーガ → アバゴーラ,プロトーガ,5,いわ／みず,化石,なし,プロトーガ・アバゴーラ,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K44,ニビ博物館・化石研究室,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
289,566,アーケン → アーケオス,アーケン,5,ひこう／いわ,化石,なし,アーケン・アーケオス,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K44,ニビ博物館・化石研究室,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
290,568,ヤブクロン → ダストダス,ヤブクロン,5,どく,通常生態,なし,ヤブクロン・ダストダス,外来生態レイヤーへ追加,T035,D・Hだんアジト,洞窟・屋内オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K32,ロケットだんアジト跡,洞窟・屋内オーバーレイ,Lv.83～91,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
291,570,ゾロア → ゾロアーク,ゾロア,5,あく,通常生態,なし,ゾロア・ゾロアーク,外来生態レイヤーへ追加,T032,ダークタワー,夜間オーバーレイ,Lv.44～54／殿堂入り後Lv.60～75,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K32,ロケットだんアジト跡,夜間オーバーレイ,Lv.83～91,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
