national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
636,メラルバ,larvesta,5,むし／ほのお,324,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン西,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0636（新規16bit ID）
637,ウルガモス,volcarona,5,むし／ほのお,324,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン西,進化,―,レベルアップ＋Lv.59以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0637（新規16bit ID）
638,コバルオン,cobalion,5,はがね／かくとう,325,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0638（新規16bit ID）
639,テラキオン,terrakion,5,いわ／かくとう,326,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0639（新規16bit ID）
640,ビリジオン,virizion,5,くさ／かくとう,327,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0640（新規16bit ID）
641,トルネロス,tornadus,5,ひこう,328,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0641（新規16bit ID）
642,ボルトロス,thundurus,5,でんき／ひこう,329,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0642（新規16bit ID）
643,レシラム,reshiram,5,ドラゴン／ほのお,330,伝説,yes,no,未収録・追加対象,新IDへ追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0643（新規16bit ID）
644,ゼクロム,zekrom,5,ドラゴン／でんき,331,伝説,yes,no,未収録・追加対象,新IDへ追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0644（新規16bit ID）
645,ランドロス,landorus,5,じめん／ひこう,332,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0645（新規16bit ID）
646,キュレム,kyurem,5,ドラゴン／こおり,333,伝説,yes,no,未収録・追加対象,新IDへ追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0646（新規16bit ID）
647,ケルディオ,keldeo,5,みず／かくとう,334,幻,no,yes,未収録・追加対象,新IDへ追加,聖剣3体登録,シオウ近海,固定シンボル／専用クエスト,―,水上のリングを巡るタイムアタック後に固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0647（新規16bit ID）
648,メロエッタ,meloetta,5,ノーマル／エスパー,335,幻,no,yes,未収録・追加対象,新IDへ追加,殿堂入り＋音符アイテム4個,カラスバシティ劇場（既存建物NPC追加）,固定シンボル／専用クエスト,―,地方各地の演奏家から音符を集め、舞台で固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0648（新規16bit ID）
649,ゲノセクト,genesect,5,むし／はがね,336,幻,no,yes,未収録・追加対象,新IDへ追加,殿堂入り＋研究ランク4,D・H異常生態区画,固定シンボル／専用クエスト,―,復元端末にカセット4種を登録して固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0649（新規16bit ID）
650,ハリマロン,chespin,6,くさ,337,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0650（新規16bit ID）
651,ハリボーグ,quilladin,6,くさ,337,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0651（新規16bit ID）
652,ブリガロン,chesnaught,6,くさ／かくとう,337,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0652（新規16bit ID）
653,フォッコ,fennekin,6,ほのお,338,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0653（新規16bit ID）
654,テールナー,braixen,6,ほのお,338,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0654（新規16bit ID）
655,マフォクシー,delphox,6,ほのお／エスパー,338,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0655（新規16bit ID）
656,ケロマツ,froakie,6,みず,339,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0656（新規16bit ID）
657,ゲコガシラ,frogadier,6,みず,339,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0657（新規16bit ID）
658,ゲッコウガ,greninja,6,みず／あく,339,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0658（新規16bit ID）
659,ホルビー,bunnelby,6,ノーマル,340,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン西,いわくだき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0659（新規16bit ID）
660,ホルード,diggersby,6,ノーマル／じめん,340,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン西,進化,―,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0660（新規16bit ID）
661,ヤヤコマ,fletchling,6,ノーマル／ひこう,341,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,510～513ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0661（新規16bit ID）
662,ヒノヤコマ,fletchinder,6,ほのお／ひこう,341,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,510～513ばんどうろ,進化,―,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0662（新規16bit ID）
663,ファイアロー,talonflame,6,ほのお／ひこう,341,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,510～513ばんどうろ,進化,―,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0663（新規16bit ID）
664,コフキムシ,scatterbug,6,むし,342,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,504～506ばんどうろ,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0664（新規16bit ID）
665,コフーライ,spewpa,6,むし,342,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,504～506ばんどうろ,進化,―,レベルアップ＋Lv.9以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0665（新規16bit ID）
666,ビビヨン,vivillon,6,むし／ひこう,342,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,504～506ばんどうろ,進化,―,レベルアップ＋Lv.12以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0666（新規16bit ID）
