evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
364,708,ボクレー → オーロット,6,ゴースト／くさ,通常生態,なし,ボクレー・オーロット,外来生態レイヤーへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
365,710,バケッチャ → パンプジン,6,ゴースト／くさ,通常生態,なし,バケッチャ・パンプジン,外来生態レイヤーへ追加,殿堂入り後,こころのやかた,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
366,712,カチコール → クレベース,6,こおり,通常生態,なし,カチコール・クレベース,外来生態レイヤーへ追加,バッジ7～8個,514～516ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
367,714,オンバット → オンバーン,6,ひこう／ドラゴン,通常生態,なし,オンバット・オンバーン,外来生態レイヤーへ追加,バッジ5～6個,501ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
368,716,ゼルネアス,6,フェアリー,伝説,なし,ゼルネアス,固定イベント追加,全国研究ランク4,スフィアいせき生態中枢,固定シンボル／専用クエスト,―,環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。,野生通常表には入れない,P2
369,717,イベルタル,6,ひこう／あく,伝説,なし,イベルタル,固定イベント追加,全国研究ランク4,スフィアいせき生態中枢,固定シンボル／専用クエスト,―,環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。,野生通常表には入れない,P2
370,718,ジガルデ,6,じめん／ドラゴン,伝説,なし,ジガルデ,固定イベント追加,全国研究ランク4,スフィアいせき生態中枢,固定シンボル／専用クエスト,―,環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。,野生通常表には入れない,P2
371,719,ディアンシー,6,いわ／フェアリー,幻,なし,ディアンシー,固定イベント追加,殿堂入り＋鉱石納品,ちえのどうくつB2F,固定シンボル／専用クエスト,―,鉱夫救助後に固定戦。,野生通常表には入れない,P2
372,720,フーパ,6,ゴースト／エスパー,幻,なし,フーパ,固定イベント追加,殿堂入り＋各地の封印輪3個,ときのようかん地下,固定シンボル／専用クエスト,―,輪を開閉する短いワープパズル。,野生通常表には入れない,P2
373,721,ボルケニオン,6,ほのお／みず,幻,なし,ボルケニオン,固定イベント追加,殿堂入り＋ボルケニオン用圧力弁,ひのしま深部,固定シンボル／専用クエスト,―,噴気孔を閉じて固定戦。,野生通常表には入れない,P2
374,722,モクロー → フクスロー → ジュナイパー,7,ひこう／ゴースト／くさ,御三家,なし,モクロー・フクスロー・ジュナイパー,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
375,725,ニャビー → ニャヒート → ガオガエン,7,ほのお／あく,御三家,なし,ニャビー・ニャヒート・ガオガエン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
376,728,アシマリ → オシャマリ → アシレーヌ,7,みず／フェアリー,御三家,なし,アシマリ・オシャマリ・アシレーヌ,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
377,731,ツツケラ → ケララッパ → ドデカバシ,7,ノーマル／ひこう,通常生態,なし,ツツケラ・ケララッパ・ドデカバシ,外来生態レイヤーへ追加,バッジ7～8個,521～523ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
378,734,ヤングース → デカグース,7,ノーマル,通常生態,なし,ヤングース・デカグース,外来生態レイヤーへ追加,殿堂入り後,517～520ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
379,736,アゴジムシ → デンヂムシ → クワガノン,7,むし／でんき,通常生態,なし,アゴジムシ・デンヂムシ・クワガノン,外来生態レイヤーへ追加,バッジ1～2個,504～506ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
380,739,マケンカニ → ケケンカニ,7,かくとう／こおり,通常生態,なし,マケンカニ・ケケンカニ,外来生態レイヤーへ追加,殿堂入り後,514～516ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
381,741,オドリドリ,7,ひこう／ほのお,通常生態,なし,オドリドリ,外来生態レイヤーへ追加,バッジ3～4個,510～513ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
382,742,アブリー → アブリボン,7,むし／フェアリー,通常生態,なし,アブリー・アブリボン,外来生態レイヤーへ追加,バッジ5～6個,ときのようかん,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
383,744,イワンコ → ルガルガン,7,いわ,通常生態,なし,イワンコ・ルガルガン,外来生態レイヤーへ追加,バッジ7～8個,チャンピオンロード,いわくだき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
384,746,ヨワシ,7,みず,通常生態,なし,ヨワシ,外来生態レイヤーへ追加,殿堂入り後,シオウ近海,水上,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
385,747,ヒドイデ → ドヒドイデ,7,どく／みず,通常生態,なし,ヒドイデ・ドヒドイデ,外来生態レイヤーへ追加,バッジ7～8個,507～509ばんどうろ・水道,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
386,749,ドロバンコ → バンバドロ,7,じめん,通常生態,なし,ドロバンコ・バンバドロ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,洞窟オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
387,751,シズクモ → オニシズクモ,7,むし／みず,通常生態,なし,シズクモ・オニシズクモ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン北,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
388,753,カリキリ → ラランテス,7,くさ,通常生態,なし,カリキリ・ラランテス,外来生態レイヤーへ追加,バッジ7～8個,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
389,755,ネマシュ → マシェード,7,くさ／フェアリー,通常生態,なし,ネマシュ・マシェード,外来生態レイヤーへ追加,バッジ5～6個,ハクジのもり,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
